,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des voyages officiels,Accompagnement et acceuil,Organiser l'acceuil,AM,5,3,02,AM.5.3.02,SERVICES GENERAUX & ADM _ Gestion des voyages officiels _ Accompagnement et acceuil _ Organiser l'acceuil,AM53,SERVICES GENERAUX & ADM  _  Gestion des voyages officiels _  Accompagnement et acceuil,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM5,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des voyages officiels,Gestion des formalités administratives et protocolaires,Assurer les demandes et les obtentions des visas,AM,5,4,01,AM.5.4.01,SERVICES GENERAUX & ADM _ Gestion des voyages officiels _ Gestion des formalités administratives et protocolaires _ Assurer les demandes et les obtentions des visas,AM54,SERVICES GENERAUX & ADM  _  Gestion des voyages officiels _  Gestion des formalités administratives et protocolaires,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM5,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Elaborer un guide d’accueil,"Mise en page, impression et diffusion","Mise en page, impression et diffusion",AM,6,1,01,AM.6.1.01,"SERVICES GENERAUX & ADM _ Elaborer un guide d’accueil _ Mise en page, impression et diffusion _ Mise en page, impression et diffusion",AM61,"SERVICES GENERAUX & ADM  _  Elaborer un guide d’accueil _  Mise en page, impression et diffusion",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM6,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Elaborer un guide d’accueil,Formation et sensibilisation du personnel à l’utilisation du guide,Organiser des sessions de formation ou de vulgarisation sur le contenu,AM,6,2,01,AM.6.2.01,SERVICES GENERAUX & ADM _ Elaborer un guide d’accueil _ Formation et sensibilisation du personnel à l’utilisation du guide _ Organiser des sessions de formation ou de vulgarisation sur le contenu,AM62,SERVICES GENERAUX & ADM  _  Elaborer un guide d’accueil _  Formation et sensibilisation du personnel à l’utilisation du guide,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM6,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Modernisation de l’infrastructure serveur (serveurs Active/Standby, PRA/PCA).","Formation, suivi et maintenance","Formation du personnel Numérique à la gestion du réseau, VPN et outils de surveillance.",AM,7,1,01,AM.7.1.01,"SERVICES GENERAUX & ADM _ Modernisation de l’infrastructure serveur (serveurs Active/Standby, PRA/PCA). _ Formation, suivi et maintenance _ Formation du personnel Numérique à la gestion du réseau, VPN et outils de surveillance.",AM71,"SERVICES GENERAUX & ADM  _  Modernisation de l’infrastructure serveur (serveurs Active/Standby, PRA/PCA). _  Formation, suivi et maintenance",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM7,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Mise en place du stockage centralisé et des sauvegardes cloud-first (NAS, OneDrive, Azure Backup).","Formation, suivi et maintenance",Former le personnel du Numérique et utilisateurs clés à l’utilisation du stockage centralisé et des outils de sauvegarde.,AM,8,1,02,AM.8.1.02,"SERVICES GENERAUX & ADM _ Mise en place du stockage centralisé et des sauvegardes cloud-first (NAS, OneDrive, Azure Backup). _ Formation, suivi et maintenance _ Former le personnel du Numérique et utilisateurs clés à l’utilisation du stockage centralisé et des outils de sauvegarde.",AM81,"SERVICES GENERAUX & ADM  _  Mise en place du stockage centralisé et des sauvegardes cloud-first (NAS, OneDrive, Azure Backup). _  Formation, suivi et maintenance",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM8,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Déploiement et intégration de l’ERP avec les systèmes existants (FONAREV 360),Mise en place de l’infrastructure applicative et des environnements d’hébergement de l’ERP,"Assurer la configuration, la sécurisation et le déploiement des environnements nécessaires à l’exploitation et à l’intégration de l' ERP",AM,9,1,01,AM.9.1.01,"SERVICES GENERAUX & ADM _ Déploiement et intégration de l’ERP avec les systèmes existants (FONAREV 360) _ Mise en place de l’infrastructure applicative et des environnements d’hébergement de l’ERP _ Assurer la configuration, la sécurisation et le déploiement des environnements nécessaires à l’exploitation et à l’intégration de l' ERP",AM91,SERVICES GENERAUX & ADM  _  Déploiement et intégration de l’ERP avec les systèmes existants (FONAREV 360) _  Mise en place de l’infrastructure applicative et des environnements d’hébergement de l’ERP,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM9,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Développement/Extension et integration des applications métiers (FONAREV 360, Redmine, Power Apps, SharePoint).",Maintenance des plateformes applicatives métiers et institutionnelles,"Assurer la mise en ligne, l’hébergement sécurisé et la maintenance évolutive des applications et services Web du FONAREV.",AM,10,1,01,AM.10.1.01,"SERVICES GENERAUX & ADM _ Développement/Extension et integration des applications métiers (FONAREV 360, Redmine, Power Apps, SharePoint). _ Maintenance des plateformes applicatives métiers et institutionnelles _ Assurer la mise en ligne, l’hébergement sécurisé et la maintenance évolutive des applications et services Web du FONAREV.",AM101,"SERVICES GENERAUX & ADM  _  Développement/Extension et integration des applications métiers (FONAREV 360, Redmine, Power Apps, SharePoint). _  Maintenance des plateformes applicatives métiers et institutionnelles",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM10,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Dématérialisation documentaire et mise en œuvre de la GED institutionnelle.,Mise en œuvre de la solution de gestion électronique des documents et de sauvegarde institutionnelle,"Assurer la protection, la sauvegarde et la restauration sécurisée des données documentaires institutionnelles",AM,11,1,01,AM.11.1.01,"SERVICES GENERAUX & ADM _ Dématérialisation documentaire et mise en œuvre de la GED institutionnelle. _ Mise en œuvre de la solution de gestion électronique des documents et de sauvegarde institutionnelle _ Assurer la protection, la sauvegarde et la restauration sécurisée des données documentaires institutionnelles",AM111,SERVICES GENERAUX & ADM  _  Dématérialisation documentaire et mise en œuvre de la GED institutionnelle. _  Mise en œuvre de la solution de gestion électronique des documents et de sauvegarde institutionnelle,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM11,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Formation et accompagnement des agents aux nouveaux outils numériques.,Accompagnement technique et maintien en condition opérationnelle des outils numériques,"Assurer la disponibilité, la maintenance et le support technique des services numériques tout en accompagnant les agents dans l’usage des nouveaux outils.",AM,12,1,01,AM.12.1.01,"SERVICES GENERAUX & ADM _ Formation et accompagnement des agents aux nouveaux outils numériques. _ Accompagnement technique et maintien en condition opérationnelle des outils numériques _ Assurer la disponibilité, la maintenance et le support technique des services numériques tout en accompagnant les agents dans l’usage des nouveaux outils.",AM121,SERVICES GENERAUX & ADM  _  Formation et accompagnement des agents aux nouveaux outils numériques. _  Accompagnement technique et maintien en condition opérationnelle des outils numériques,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM12,,
,Dépenses de personnel,PASSATION DE MARCHE,Renumeration,Renumeration,Renumeration,PM,0,0,01,PM.0.0.01,PASSATION DE MARCHE _ Renumeration _ Renumeration _ Renumeration,PM00,PASSATION DE MARCHE  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE0,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Publication,Campagne publicitaire de lancement d'appels d'offres Media Congo,PM,1,1,01,PM.1.1.01,PASSATION DE MARCHE _ Passation de marché _ Publication _ Campagne publicitaire de lancement d'appels d'offres Media Congo,PM11,PASSATION DE MARCHE  _  Passation de marché _  Publication,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Publication,Campagne publicitaire de lancement d'appels d'offres Quotidiens de large audience,PM,1,1,02,PM.1.1.02,PASSATION DE MARCHE _ Passation de marché _ Publication _ Campagne publicitaire de lancement d'appels d'offres Quotidiens de large audience,PM11,PASSATION DE MARCHE  _  Passation de marché _  Publication,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Publication,Campagne publicitaire de lancement d'appels d'offres Jeune Afrique,PM,1,1,03,PM.1.1.03,PASSATION DE MARCHE _ Passation de marché _ Publication _ Campagne publicitaire de lancement d'appels d'offres Jeune Afrique,PM11,PASSATION DE MARCHE  _  Passation de marché _  Publication,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Commission d'analyse,Travaux instensifs (anlyse des offres),PM,1,2,01,PM.1.2.01,PASSATION DE MARCHE _ Passation de marché _ Commission d'analyse _ Travaux instensifs (anlyse des offres),PM12,PASSATION DE MARCHE  _  Passation de marché _  Commission d'analyse,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Missions achats et suivi des marchés,Prospection achats et consultation des fournisseurs,PM,1,3,01,PM.1.3.01,PASSATION DE MARCHE _ Passation de marché _ Missions achats et suivi des marchés _ Prospection achats et consultation des fournisseurs,PM13,PASSATION DE MARCHE  _  Passation de marché _  Missions achats et suivi des marchés,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Missions achats et suivi des marchés,Suivi d' exécution des marchés,PM,1,3,02,PM.1.3.02,PASSATION DE MARCHE _ Passation de marché _ Missions achats et suivi des marchés _ Suivi d' exécution des marchés,PM13,PASSATION DE MARCHE  _  Passation de marché _  Missions achats et suivi des marchés,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Commission de marché,Examen des rapports d'analyse,PM,1,4,01,PM.1.4.01,PASSATION DE MARCHE _ Passation de marché _ Commission de marché _ Examen des rapports d'analyse,PM14,PASSATION DE MARCHE  _  Passation de marché _  Commission de marché,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Mission des consultants,Appui technique cellule  (consultant),PM,1,5,01,PM.1.5.01,PASSATION DE MARCHE _ Passation de marché _ Mission des consultants _ Appui technique cellule  (consultant),PM15,PASSATION DE MARCHE  _  Passation de marché _  Mission des consultants,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Passation de marché,Consultation,"Service de reprographie, duplication et réiliure des dossiers d'appels d'offres et
demande de proposition",PM,1,6,01,PM.1.6.01,"PASSATION DE MARCHE _ Passation de marché _ Consultation _ Service de reprographie, duplication et réiliure des dossiers d'appels d'offres et
demande de proposition",PM16,PASSATION DE MARCHE  _  Passation de marché _  Consultation,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE1,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Renforcement de capacité (réglementation nationale),Formation local (formation approndie en marchés publics),Approfondie_Participer à la formation,PM,2,7,01,PM.2.7.01,PASSATION DE MARCHE _ Renforcement de capacité (réglementation nationale) _ Formation local (formation approndie en marchés publics) _ Approfondie_Participer à la formation,PM27,PASSATION DE MARCHE  _  Renforcement de capacité (réglementation nationale) _  Formation local (formation approndie en marchés publics),,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE2,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Renforcement de capacité (réglementation nationale),Formation local (formation sur de cas spécifiques),Formation Cas Spécifique_Participer à la formation,PM,2,8,01,PM.2.8.01,PASSATION DE MARCHE _ Renforcement de capacité (réglementation nationale) _ Formation local (formation sur de cas spécifiques) _ Formation Cas Spécifique_Participer à la formation,PM28,PASSATION DE MARCHE  _  Renforcement de capacité (réglementation nationale) _  Formation local (formation sur de cas spécifiques),,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE2,,
,Dépenses opérationnelles,PASSATION DE MARCHE,"Renforcement de capacité (internationale BAD, BM et autre )",Formation extérieur,Exterieur_participer à la formation,PM,3,9,01,PM.3.9.01,"PASSATION DE MARCHE _ Renforcement de capacité (internationale BAD, BM et autre ) _ Formation extérieur _ Exterieur_participer à la formation",PM39,"PASSATION DE MARCHE  _  Renforcement de capacité (internationale BAD, BM et autre ) _  Formation extérieur",,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE3,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Renforcement de capacité,Formation en ligne,ONLINE_participer à la formation,PM,4,10,01,PM.4.10.01,PASSATION DE MARCHE _ Renforcement de capacité _ Formation en ligne _ ONLINE_participer à la formation,PM410,PASSATION DE MARCHE  _  Renforcement de capacité _  Formation en ligne,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE4,,
,Dépenses opérationnelles,PASSATION DE MARCHE,Outils de gestionet suivi des marchés,Acquisition des outils de gestion et suivi des marchés,"Recrutement fournisseurs des logiciels de gestion et suivi des marchés, logiciels  des achats et approvisionnement",PM,5,11,01,PM.5.11.01,"PASSATION DE MARCHE _ Outils de gestionet suivi des marchés _ Acquisition des outils de gestion et suivi des marchés _ Recrutement fournisseurs des logiciels de gestion et suivi des marchés, logiciels  des achats et approvisionnement",PM511,PASSATION DE MARCHE  _  Outils de gestionet suivi des marchés _  Acquisition des outils de gestion et suivi des marchés,,,,,,,,,,,,,,,,,,,PASSATION DE MARCHE5,,
,Dépenses de personnel,SECURITE,Renumeration,Renumeration,Renumeration,SC,0,0,01,SC.0.0.01,SECURITE _ Renumeration _ Renumeration _ Renumeration,SC00,SECURITE  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,SECURITE0,,
,Dépenses générales et administratives,SECURITE,Fonctionnement Opérationnel,Identification des besoins logistiques et matériels,Besoins Opérationnels,SC,1,1,01,SC.1.1.01,SECURITE _ Fonctionnement Opérationnel _ Identification des besoins logistiques et matériels _ Besoins Opérationnels,SC11,SECURITE  _  Fonctionnement Opérationnel _  Identification des besoins logistiques et matériels,,,,,,,,,,,,,,,,,,,SECURITE1,,
,Dépenses générales et administratives,SECURITE,Développement des Compétences,Programmes de renforcement de capacité,Renforcement de capacité,SC,2,1,02,SC.2.1.02,SECURITE _ Développement des Compétences _ Programmes de renforcement de capacité _ Renforcement de capacité,SC21,SECURITE  _  Développement des Compétences _  Programmes de renforcement de capacité,,,,,,,,,,,,,,,,,,,SECURITE2,,
,Dépenses générales et administratives,SECURITE,Développement des Compétences,Formations techniques et professionnelles,Formation à dispenser,SC,2,1,03,SC.2.1.03,SECURITE _ Développement des Compétences _ Formations techniques et professionnelles _ Formation à dispenser,SC21,SECURITE  _  Développement des Compétences _  Formations techniques et professionnelles,,,,,,,,,,,,,,,,,,,SECURITE2,,
,Dépenses générales et administratives,SECURITE,Ressources Humaines,Planification des effectifs et dotation,Besoin de recrutement,SC,3,1,04,SC.3.1.04,SECURITE _ Ressources Humaines _ Planification des effectifs et dotation _ Besoin de recrutement,SC31,SECURITE  _  Ressources Humaines _  Planification des effectifs et dotation,,,,,,,,,,,,,,,,,,,SECURITE3,,
,Dépenses générales et administratives,SECURITE,Déplacements & Missions Professionnelles,Missions de service internes & terrain,Missions de service,SC,4,1,05,SC.4.1.05,SECURITE _ Déplacements & Missions Professionnelles _ Missions de service internes & terrain _ Missions de service,SC41,SECURITE  _  Déplacements & Missions Professionnelles _  Missions de service internes & terrain,,,,,,,,,,,,,,,,,,,SECURITE4,,
